review_id,text,label,notes
37d71ca5b6df60c72eb80d6277a80249,"Yesterday, my beautiful Granddaughter, Quin, asked me to read this story to her. This is one of my favorite children's books, and she loved it too. I'm sure it will grow to be one of her favorites!",,
2ae58c246027eeb42d98e26ce14c3604,"I really enjoyed learning more about Ireland's history -- specifically, the tension between Catholics and Protestants -- through this novel. Bodie and Brock Thoene have a wonderful talent for painting vivid characters that help bring a story to life. However, Only the River Runs Free has a strong emphasis on politics, and I found it a bit boring in places. Although I enjoyed it overall, I might stick with the Thoenes' biblical fiction in the future (The A.D. Chronicles is amazing).",,
7d28652060bfd11d8a38e24ef0f8adb2,"I just finished re-reading Xenocide. I think I enjoyed it a lot more this time, than when I was in high school. I would still characterize it as depressing in the grand scheme of Ender's life, but with much more appreciation of Scott Card's story-telling, science fiction thought experiments, and philosophical meanderings.",,
7d19715d18759110ed019491dc1a05b1,"Copy received through Goodreads' First Reads program. The most notable upside of this book - its intoxicating energy and ebullience - also makes it nearly impossible to define or describe, as it takes on more concepts and themes than you can shake a stick at, even if you're pretty well known in your community for your stick-shaking skills. The basic story follows the travails of Micah and Izzy Grand, two moderately successful silent moviemakers beginning in 1928, as their careers are threatened on numerous fronts: by that damned Jolson and his talking picture, The Jazz Singer, the dire financial straits of their studio, and Micah's massive gambling debts owed to local gangsters. A potential solution to the latter problems arises in the form of a trip to Africa, where the Grands can shoot random footage and b-roll of the continent to sell to other movies, work on another picture of their own, and a second picture written by the men Micah owes money to. Like many last-ditch efforts to pay off massive debts, the trip goes awry, with huge implications for everyone involved. This would be more than enough for a novel by itself, as Conn's descriptions of early Hollywood are fascinating, beginning with a scene on location at Coney Island with a Babe Ruth cameo and an actor named Henry Till, a thinly fictionalized version of my favorite silent film actor, Harold Lloyd. (To name but a few obvious parallels, Till is famed for his ""glasses"" character, had part of his hand blown off by a smoke bomb, and famously hung from a clock in a movie). Allying the Grands with a fictional Harold Lloyd made me love this book immediately, and Conn's prose, which is ornate without losing any clarity, kept me hooked. (A sample sentence: ""Home: that warmest, most sentimental, most commodious of words, but not one without its broken windows, damp cellars, busted boilers, creepy attics, and dead cats."") It had the kind of plot I wanted to race through to find out what happens next (particularly in the second half of the novel, which I found quite unputdownable or at least I-can't-wait-to-get-back-to-this-able) combined with the kind of prose I had to read slowly enough to savor it properly. Not content with this ample framework, however, Conn branches out, incorporating insights on America, race, class, love, homosexuality, sex, Judaism, the role of popular culture and the effect it has on other cultures, and numerous other topics, which are more interesting to read about than they sound in that sentence. It is, as the promotional description above states, both rollicking and ambitious, and well-crafted, original, and damned exciting to boot.",,
e80f484a1716a902cb66664e9cf2640c,Seriously?! I need the sequel!!,,
0f689908edc92008538fa77495fe48f5,Excellent story. I will definitely be picking up Roxy's Story in September.,,
4736c82acac485fd9874fd267b0e167a,"This story reminded me so much of the tv show Survivor, which I am not a big fan of, so wasn't sure what I would think of the book. I found it to be interesting. I liked how the players interacted, how no one really told everyone else the whole truth and how conniving some of the players were. Towards the end I felt myself agreeing with Abby, thought she was justified in her anger. However that all changed as the show played and Abby saw just what was hidden. It was that point that I felt my stomach churning like Abby's. I was happy to see how things turned out, happy that the tv cameras were left at home.",,
f428e81b798430381e8e201e73460b59,"""The strange reality is that just because your town is almost washed away doesn't mean you stop being in love with a boy."" After severe flooding, the town of Aberdeen are told they're going to have to evacuate permanently. Keeley Hewitt's family have lived there for generations, on a street named after her great-great-grandfather, and her dad takes up the cause and leads the campaign to save the town. He's been despondent ever since an accident left him unable to work two years ago, but now he's full of energy - he has something to fight for. Keeley's mother is less thrilled by it all, especially as more and more of the town's residents sign deals and leave. And Keeley, although she wants Aberdeen to survive, is caught up in her dream-come-true scenario: Jesse Ford, the boy she's been in love with from afar forever, likes her. Between the two of them they plot zany events that take advantage of the increasingly-deserted town, like a prom night in their old principal's now-abandoned house. But Jesse isn't nearly as perfect in real life as he is in fantasies - and as the town disintegrates around her, Keeley's relationships are also crumbling. Her best friend Morgan feels distant from her, and she betrays the trust of someone she's starting to realise she really cares about. Siobhan Vivian's characterisation is fabulous - all these characters are nuanced and flawed, and Keeley in particular is the kind of jokey, silly, daring girl we so rarely see in fiction. She makes mistakes and messes up, but she's also incredibly real. I completely adored this book. It's complex, looking at everything from corruption in local government to the small kindnesses or cruelties that we offer to others, but also very readable, with weather reports kicking off each chapter and becoming more and more ominous. Despite the unusual setting, the characters and their responses to impending disasters are easy to relate to, and there are no easy or simple fixes for anything. Highly, highly recommend.",,
590353a77313c1ad85ec5eaa412c7d98,This is definitely one of the more interesting books I've read this year. You spend the majority of the book strongly disliking one of the main characters until you get to the end. Then you get a get a glimpse of the character in a whole new light and can't help but have a grudging respect for him. That's a bit of a risky strategy I should think but Armentrout pulls it off well.,,
37f12a23be0a5cbd61b70a00516205a5,"Very touching. A nicely done memoir from someone who spent two years in Mali with the Peace Corps. There is a lot about women's health, not so much about midwifery -- so you don't have to be a birth junkie to like this book.",,
599a539d7443eb6314950524d0549496,"When I first read the story, I thought if it had been written about a woman, self-sacrificing her whole life, putting others before herself it wouldn't have been written. Women were supposed to be self-sacrificing. Literature is full of them. In fact, women, as main characters with a strong sense of self worth, were usually the main characters just because of that trait. Most women in literature were in ""supporting roles."" What we have here, I think, is a story about a very introverted young man with absolutely no self-esteem being mistreated and misunderstood his whole life. The thing that is novel about George is that he didn't become a twisted, evil tutor and minister. He was actually a very nice person who was beloved by the countless young men he tutored and very much loved by Adelina and Mr. Granville. At first, I was a little upset about this story. It seemed to me to have a horrible ending with poor George being not only left off Santa Claus' list but God's list as well. Then I started writing my thoughts and I realized that he probably was much happier than I thought. Of course, he still had to go and find another situation which, in his life, would probably have been tainted by Lady Fareway's vituperation and made exceedingly difficult, but since Dickens didn't go there, I prefer to believe that one of those young men he tutored would have found out about his situation and given him a nice little parish with about 100 sweet gentle people. He could live out his life there and Mr. & Mrs. Granville would bring all their little kiddies to visit regularly and his old students would call on him from time to time.",,
d454738a04e2a222e9fd326438263a11,"This book had so much potential. It started out wonderfully, and then it just spiraled into itself and became...self-congratulatory. It ended predictably and disappointingly. The blurb from the jacket of the book doesn't even have anything to do with what the book was about. It pretends to be a deep hard look at a woman's life and ends up barely skimming the surface with a resolution anyone with any experience in psychiatry would see coming from miles away. I can't say enough about how much potential this book had and how quickly it threw it away.",,
7974fcb80ab06aa09f7736dea2d46d0e,"This book was interesting and obviously well researched. I often put it down to check Wikipedia for more information about the people and events. But as a novel it was a bit disappointing. Most of the plot is about Isabella's life as a princess before manouvering her way to the throne. Still, this was the best part of the narrative. Once she was queen I was hoping to read more about the inquisition, the expulsion of the jews, and Columbus, and of course there was some of that but not very much. It was mostly about giving birth and about various sieges in the war against the Moors, and here the pace really dragged, the narrative didn't flow at all, and it felt like the author just didn't know how to wrap up the story so the novel just ended very abruptly. 2,5 stars rounded up. Considering the interesting setting and characters and how well researched it was, this novel could have been much better.",,
f80b6555d8384852c2c1cc3eb984b68c,"A very simple story about the power of reaching out to one another and offering kindness just by saying hello. I can see this book being used as part of a lesson or as a prompt for an adult-led discussion with kids. As a stand alone read for kids, I am not sure it has the strength to capture their interest. It may be too subtle. Although it could be used for comparisons as well. I liked the use of colour and the illustrations. Well done.",,
d217e77c28b6b92367b9fcf0a9bc326e,"7/10: Good solid read, something to get your teeth into. My khui sings a sad, sad song in response. Loved it. Can't wait for the next.",,
ba7efa3fde4aa9dcdd8dc25f9f22625b,"if you wanna know about mexican food, this novel culd be your reference and not only that, d whole story was terrific, curious till the end of page",,
5970550958f8423b4968854e685ecbb6,"I love The Giver! I finished it in about 3-4 hours. I highly recommend it for tweens, teens, and young adults. I have only read the first book in the series so far, but I plan to read the entire series before the summer is over.:)",,
903ec15b68bfa9872cb592bf4ebdf4e4,"Prior to reading this novel, I read The Angel's Game. The themes are similar, so I hope that the next Zafon book I pick up tells a completely different kind of story.",,
27cd8b84c7abaab37f2aabf10bfd66a4,"Hale has so much potential as an author, and a book about Jane Austen-ish could be great--because I love Jane Austen. But this book was just o.k. Not a total waste of time, but nothing worth buying or re-reading. I didn't really like the main character. And that's a big book-ruiner for me.",,
4a5ae511d7ecd960fc91aba13fab45eb,"""There are no brakes in freefall."" Best line in DARE ME by Eric Devine. Ben, the main character, and his friends are pranksters and adreniline junkies. They start their senior year at school doing a dangerous stunt and a plan to do 10 dares. Only an anonymous person gets involved, calls the shots, and everything escalates out of control. There's also a realistic romance (not sappy at all like Romances) and one sex scene, but with purpose, not gratutious. The foul words in dialogue was authentic for teen boys, although I felt the adults wouldn't have used the exact same vulgar words as the teens. DARE ME will especially appeal to boys. I felt boys could relate to the actions and motives and ambivilance of the characters. [Note: I read and write books with male protagonists, but I had trouble understanding and couldn't identify with Ben and John and knew it was because I am a woman. However, I taught high school and did know adolescent boys like this, so I believe the author is writing authentic characters, even if the mother and teacher in me was afraid these boys were going to ruin their lives and futures.] The ending rang true in that the characters all suffered consequences to their actions. One thing I loved throughout the book was how the main character understood Issac Newton's laws and how they applied to his decisions and the outcome of those actions. I also loved his sister and their relationship and found that to be very realistic. I loved his whole intact family and how they interacted. The pizza place and job was very accurate. (My son had worked at a pizza place in high school.) I bought DARE ME at a bookstore and often give away books to libraries. However, I plan to keep DARE ME on the shelf for a couple of boys in my family for when they reach 14. I'd rather they read about Ben's exploits and hopefully it will be a cautionary tale.",,
e37c8c0ef63a246e97f05789e80a393c,"Maybe I set the non-Shakespeare so low that it surprised me, but this play eventually did pick up and I somewhat enjoyed it. I sure don't get it and outside of maybe one or two for a bit, I didn't care for any of the characters (nor am I entirely sure how they kept up the ruse of alchemy the whole time), but I could easily tell that performed this play would come alive and possibly mean something else to me entirely. Not that I am likely to come across a production of it I would think in the next 100 years but maybe there's a Ben Jonson revival planned somewhere down the cosmic line.",,
d59135932f21f904d7551cc8e49ba54b,A wonderful 2012 B.R.A.G.Medallion Honoree!,,
fedb6836af1f5a801ca410217fefb9aa,"I'm torn between 2 and 3 stars with this one. This story had the potential to be great, but missed the mark. Definitely needs an editor for things like the correct use of ""your, you're, there, their, to, too."" Also for just editing the story, things were mentioned in the same way too many times. Sometimes her father was Brad other times he was Cody.",,
0e562d163cd9747b060bc900b1b79ff9,Good basic read on 5 of the elements of wellness. It's an easy read with some good stats and studies referenced. It seems like perhaps one of the main purposes of the book though is for Gallup to get more data collected... through their on-line tracker that they give you access to with the book. Not a bad thing but I don't think the content of the book is necessarily earth shattering. I'm interested to get into using the tracker and see how helpful it can be.,,
6af6ea4b84e59c7e2b7436b9dcdb8bdb,this has to be the best books i have read in a while. it kept me hooked the whole way through. i loved the way the book together it really was amazing. u really got to know each person in this book very well. i have to say it really kept u wanting more.,,
e1f0ceed41899aacdf9db42f265ff951,"Ultimately I found this book disappointing, took it on holiday as I thought it would make a good travel read but ... yes there were a few laughs along the way ... however, too many times I found myself wincing at something he had said that was just plain insulting. He makes too many generalisations, moves from town to town very quickly with barely enough time to stay a night in a motel. I imagine Bill Bryson was not very welcome in small-town america after he wrote this!",,
b33ceceba7ff05afb0cfe28d66bfbfb8,Very cute! Can't wait to whip up some of these adorable caps for the kids!,,
bea58e69123e5395837279f795870497,"* 1993 Caldecott Winner * This is a wonderful book, but I'm not sure about the Caldecott. I think it deserved an Honor, but I don't think it was quite a Winner. (I would have preferred ""Seven Blind Mice"" to win.) The story is lovely, and the art is good but the illustrations are a little too loose and free-flowing for my personal taste, and especially about a topic like high wire that requires absolute precision. I think the concept was to create Impressionist-style art, but it really missed the mark in my opinion. Materials used: watercolor Typeface used: Goudy Old Style",,
83cc1f64c20ca78cbbf342cbf7573cf4,"It is so much better when you hear it read by the author with the internet open to help you interpret. Once I understood more of the references, I liked it much better. It is more sarcastic and humorous than it sounds when read alone.",,
de4cdb9d8bfd8a64ad7647276da03a8e,"I really picked this up for me rather than my son, though I thought he might like the dinosaur. I enjoyed the concept of this book, but the execution would be hard for small children to enjoy. A lot of the story ideas were visual, which were hard to explain to a two-year old. It would be fun for a slightly older child who can pick up on visual clues. The book is a guide for children who want to have a tea party and shows the correct and not-so-correct ways to handle guests and put on a successful tea party. As a child who grew up with tea parties, both real and imagined, I found the idea of a huge roaring T Rex trying to be genteel and hold a cup of tea hilarious, and the pictures made it even more so. Recommended for ages 5-8, 4 stars.",,
