review_id,text,label,notes,pre_labeled,rating,n_votes
6b00b6e12eb97a998a04c49bfb705f64,"There are some lovely design touches in this book that make it a real treasure - above and beyond the story itself. Photos throughout give an insight into the immigrant's world, though not necessarily in the manner one assumes. The book is laid out like an exercise book with these 'found' polaroids scattered among the narrative. It is as though the reader has picked up a dropped notebook. I found the story and the illustrations very compelling and would recommend this to anyone who likes contemporary stories with heart.",analysis,,yes,4,0
7330b454783b6fce0512af73a49c66d5,Ok so I really felt disappointed by this book even with the big surprise at the end. I hated reading from two points of view in this book because the voices were different enough to clearly tell me who they were. As a result I kept forgetting who was speaking and would have to flip back and find out. towards the end I understood why Roth wrote from both voices but still frustrating. I also felt there was always some emergency happening and never enough elaboration for it to make me care about what was happening. I also hated the discovery of what was outside because it took away from the overall essence of the book. Also not enough character development and pacing was terrible. Roth has potential as an author but this series wasn't my cup of tea.,analysis,,yes,3,0
3664cba66bb289b210e7c96f1a6d4c2f,"LOVE Love Wasted! Love Wasted isn't my first novel by Shirl Rickman, and it definitely won't be my last. She never fails to keep me book-satisfied! Cass and Porter have been in a chemistry-filled tug-of-war match since they were kids. The love/hate relationship and witty banter was amazing and fun to read. And Laney - I flipping love her character! She reminds me of my best friend. Thank you again, Shirl, for such beautiful, charming, funny, sexually-tense words.",analysis,"analysis vs impression: mostly gush, but names the central relationship dynamic - thin analysis",yes,5,0
db61b0fcb978b4f0f9c15f8e8ce4915a,"This book have been on the spotlight on Nathan Bransford's blog which was used to show how pathological bullish is the reviewers of Goodreads can be on a book and the link was shared on the NaNoWriMo facebook and apparently I receive this reply when I said about there's always two side of the story and that even there are authors stalking and calling reviewers with names. Since apparently I am ""desperate and unable to express a real opinion on a book"", I am giving you a full review on this book which probably doesn't deserve the attention its been having. I won't be using an ""scatological grade-schooler"" phrases since I'm going to pick off the quotes out of the book which made it unnecessary for even me to say some scatological references. Before we could get even started, these is some of the screen-captures from the book that show how unreasonable it was to blame the reviewers for all the rude words in their reviews when the content of the book reflect it so eloquently. The author use ""ho"" more instead of fully worded ""whore"" in this book but from this you'll get the gist. The book wasn't even an erotica. Its a young adult romance about mermaids. If you've seen the demographic of YA communities, it translate to a largely female audience. For anyone thinking this is your own average supernatural teenage romance, you'll be heavily disappointed with the content in this book. September Girls is a male wet dream YA mermaid fantasy about Sam - a virginal 17 years old boy - who went for a vacation with his foul-mouthed brother, Jeff and mentally-testosterone-challenged father without his absentee mother who went for a mid-life crisis stunt in Womanland. Once they arrived at the small touristy beach town, he was bombarded by the attention of gorgeous blonde sexy Girls who held him in deep fascination. The girls had taken notice. Everywhere I went, they smiled at me. They stared. They swiveled their hips a little more when I walked near, pushed their boobs up a little higher. Their hair was always tossing, tossing, tossing; their eyes sparked and pulsed like flakes of mica at the bottom of a creek. It made me nervous. It's not that I minded the attention. I was as flattered and turned on as any person would be to have insanely hot girls staring at him wherever he went. Among them was Kristle who rubbed herself all over him the moment she met him and go on having a relationship with his brother Jeff while continuously trying to have sex with Sam and DeeDee another mysterious girl who are not like the rest of the girls and sometimes she read books give award-winning commentary like: ""I've never read the Bible,"" I said. ""I didn't know anyone actually read it."" ""Well I did,"" she said. ""Three times. It seems like it's going to be a real drag, and some parts really suck, but it actually has some good sections. I like the parts about hos, even if they always come to a bad end. Eat a fucking apple, you're a ho. Open a box, you're a ho. Some guy looks at you: turn to stone, ho. See you later, ho. It's always the same. The best one is Lilith--also a ho, but a different kind of ho. She went and got her own little thing going, and for that she gets to be an eternal demon queen, lucky her. No one likes a ho. Except when they do, which, obviously, is most of the time. Doesn't make a difference; she always gets hers eventually."" Since this book is a first person POV around Sam, the book also consisted of various state of a feeling of listlessness and dissatisfaction arising from a lack excitement between his outings with the sisters who are not exactly sisters, his constant state of boredom around his virginal status and the need to compensate it with drinking too many beer (yes, he's 17) and the story eventually leads to the mysteriousness around Girls and the sea and their inability to swim. ""Still, it's kinda like incest, though, huh? Two brothers fucking two sisters? Look, I like you, bro, but let's watch our step here."" At this point I am not going to do subtle with this. Continue on reading if you want the whole story on why this book are so marginalized by the Goodreads community. Think again when you try to accuse the necessity to think we're bullying the author when basically we're just reading the book and we're giving honest opinions on it. As for the necessity to use crass and vulgar words, the book is crass and vulgar and let me show the way. Apparently, the Girls are cursed mermaids. The reasoning behind why they came out of the sea naked and start walking and preying on teenage boys were vague as to why their parents (Endlessness and Deepness) curse them to lead half lives between coming into the land and their eventual 'death' when they reach 21. Kristle was the oldest among the whole mermaid sisterhood which explain to her desperation to paw all over Sam and why DeeDee was quite apathetic about it when Sam told her all about it. ""Kristle can be so ridiculous. But who knows what I'd do without her. Total ho, by the way--not that I'm judging; I actually like hos myself. Maybe I am one--I barely know what counts anymore. Being blond certainly never helped anyone's case. Hey, want to do the quiz?"" She fished a pencil from a hidden place in her tangled hair. Interestingly because they borrowed most things about who they are from shampoo and celebrity magazines, their naming system seem to revolve around brands and wacky porn names like Nalgene, Chantarelle, Tresseme, Activia, Jessamee, Blair, Serena, Visa and Taffany. In fact, there were absolutely no personality or mental capacity that made female readers identify themselves to the story. There were absolutely no realism in this book for girls to even like. The book cultivate the idea that mermaids are vacuous empty creatures that only resonates from whatever things they were expose to and these means reality television and various cosmetic products. DeeDee read a cover line aloud: ""'Ten Steps to the Old You! Rediscover the Gal You Used to Be!'"" Then another: ""'Snack Happy: Slim Your Waist by Improving Your Attitude!' Give me a fucking break. Who reads this? Besides me I mean. Just once I'd like to find a rental stocked with The Complete Works of Shakespeare. Almost anything would be better than this shit. Not that much better, but every little thing counts when you're working on your English Exactly how on earth they get their girly items from? They're in the middle of nowhere and they're the mixture of ""The Stepford Wives"" melded with ""Mean Girls"". If they osmosis themselves from the things they're exposed to, why can't they open up internet - the ungodly universe of information - and embrace more expect of being a girl than from trashy mags. Was this book a healthy representation of femininity? I hardly think it was. ""You guys make this big deal about we. It's always we we we. You act like you're all the same, like you all want the same things. It's like you think with the same mind or something. But you don't. Sometimes you're really not alike at all, other than all having basically the same hairstyle. Which I hate to tell you, but blond is not technically a personality trait."" I don't think this book was constructed by slut-shaming but it does consist on mostly stick-figured female characterization. Its not even Mary Sue-like. In fact, every characters in this book is problematic and shallow. I don't think its even satirical piece nor its metaphoric. The book is a cheesy and sleazy harem fantasy with no depth or anything worth redeeming. Even the mystery around the mermaids remain unresolved. The curse remain a curse, the mermaids still living in the beach town and goes out at sea and develop some scales and the cycle repeats around summer until they die for no reason at all. Even DeeDee apparently escapes because after Kristle's apparent 'death' (which is still uncertain and confusing) that Sam finally let go of his virginal state because its too late for Kristle which he loved at the same time. As a whole but the book have its own moments uneven shock placements around the book which does nothing to the content of this book. September Girls is just a coming of age about a virgin guy's sexy dreams and the environment he's been living in which is saturated with sex and stereotypical misogynistic references. The book is simply a mismatch of ennui, masquerade as literary fiction with unnecessary exposition. As much as the ennui happening around the book, there were no exact resolution to any of the story in this book as the ending and the secondary narrative is still vague and confusing. If you think everything I say here is harassing, demeaning, dehumanizing and abusive to the author, please do note that nothing here was targeting on him except that every quotations coming from this review came from the author which are inflammatory in nature. Why does nobody even bother about how the book is harassing, demeaning, dehumanizing and abusive to the female readers as a whole? The book maintain its facade that you as a reader; you're not perfect nor ever mysterious as the blonde perfectly-figure naked beautiful Girls in this book that doesn't do much anything except gossiping, wearing skanky bikinis and lusting on the last boy virgin on the planet. ""You do it with a virgin,"" she said. ""I mean, we do. I do. A virgin boy, obviously. Don't hear much about them, do you?"" I'm ending this by leaving you with the author's own words explaining it clearly about what his book really was. The moral of the story here is that if you're ever offered anything that seems like it might lead to sex, there is no turning back. You just have to take it as it comes or you will remain a virgin for life.",analysis,,yes,1,1
662649c2faf0ff00423c1e5fb0dd3594,"This was a short, sweet, feel good read and I loved it. It explores the consequences of actions and choices, as well as healing and forgiveness. There is a steamy side that is tastefully written and for me it was overall a satisfying short read. I genuinely liked Sydney and felt empathy for her and of course Jordan, as I pictured him in my imagination, is just right. I generally enjoy a little more meat to my reading and would have loved this to have more to it; but honestly, I finished it with a smile on my face and a good feeling overall",analysis,,yes,5,1
d33180995366d4e280f90f5c1f7a25cd,Read this book a few summers ago and could not put it down. The only other Conroy I've really been able to get into was My Losing Season. Need to give something else of his a shot. Anybody got a recommendation? I tried Beach Music and could never get going with it.,logbook,,yes,5,0
16cde4b73316a9623f9b07f5cdf587eb,"Review of Shine Not Burn by Elle Casey 5 Stars I LOVED this book. This was a couldn't-put-down, smiled-like-a-lunatic, giggled-gasped-and-cried kind of a book. I LOVED it. Andie has got it all figured out. She has a plan for her life and she is hell bent on seeing it through. No matter it was devised from a place of pain and frustration as a 16 year old with her back against the wall. Nope, this plan is what she's got and she's holding on to it with every ounce of strength she has. Even though Andie is living a rigid life she has people in her life that are willing to do what they need to to ensure that she stays living in the moment. Can one moment of really living change the course of Andie's life? Will she be able to bury her past or will she chose to abandon her plan and follow her heart? ""What I have going through my mind is that I don't want this to end. There's something about you that's just lassoed my heart or my common sense or something and I'm afraid I'm not going to be able to get it back until you let it go."" When Andie lets her common sense take a break for a night in Vegas, she wakes up the next morning unsure of whether the temporary break was bad or the best thing that ever happened to her. Since the guy she was with, Mack, was no longer around, she had to just get back to her life and let Vegas stay in the past. And it did, for two years, until a discovery sends Andie to Oregon to confront Mack about the time they spent together. ""Who's this?"" asked a male voice behind me. I turned around and almost had a stroke over the glowing blue eyes that bore into me from under a straw-colored cowboy hat. ""Mack,"" I said in a strangled whisper, memories rushing over in a giant tsunami to drown me in raw emotion. ""Andie,"" he said, his face set in angry lines."" While Andy and Mack try to bury their hurt and confusion over what really happened two years before the two will have to find out whether the time they spent together was a Vegas fling or something much more important. The heat between the two is intense and even though Andie is resistant Mack is a take what he wants and make no apologies kind of cowboy. With Mack's family helping to rope Andie in, will she be able to keep her logical life plan in the forefront of her mind, or will her heart have her abandoning her plan and the people in it for a life altogether different with a handsome cowboy? From the sexy cowboy Mack to the scary but hilarious MacKenzie matriarch, I loved each and every one of the characters in this book. I felt for Andie and loved Mack instantly. This book had me looking silly with the perma-grin that was plastered on my face through most of the book. I rarely feel this sad when a book is over but I truly did not want this to end. I will definitely be reading this again! An ARC was kindly provided by the author for an honest review.",analysis,,yes,5,0
dd37b9f004f398ae4f4dbd4ce7fdf7ec,"OK, I'm just a kid at heart - working my way thru Garth Nix's Keys to the Kingdom. I like the escapism of the totally improbable and impossible - at least, I think it is! And if young Arthur Penhaligon makes you think of Arthur Pendragon, I don't think that's an accident!",analysis,"analysis vs logbook: 'working my way thru' framing, but Penhaligon/Pendragon allusion is a real textual claim",yes,4,0
878fb08d049e180317d74fc20f86e1c9,"I always want to enjoy this more than I actually do. It's such a pleasure to get a glimpse of Seth, Anna, Cam, Ethan, Grace, Philip, and Sybill and their families. But beyond that there really is not much of a point to the book. Seth's romance with poor-little-rich-girl Dru is uninspired, and the revival of Gloria as the bogeyman of this particular family, tired.",analysis,,yes,2,0
d1812cb2a31b58bbef3341ef59d9116f,it gets an extra star because of that twist ending - it just took a long time to get there.,analysis,6-word pacing claim; analysis per the rule that length is not a signal,yes,3,0
1572283e752942169b5d0eb27006cb7b,"Sad, hypnotic, beautiful. Very emotional and heart tugging. The ending was rather soft and could've been finished a bit stronger. A happy reunion perhaps?",analysis,first half is unsupported adjectives; the ending critique is what qualifies it,yes,3,0
58a2fccf0e1425ebccb06dda77931126,"This is my first story from Kelli Maine and I'm hooked!! I may have missed the start of the series that this came from when it originally began on the Dolls and Doms blog but you can bet I'm going to be reading each week when the new series starts in March! Alistair and Black Betty...I loved these two together, no matter who was on top! I could feel the internal conflicts going on for both of them, particularly Black Betty. So many sides to her are revealed - strength, vulnerability, dom and sub - and each one is such an important part of who she is or can be. And Alistair, he's super cocky and damn hot because of it! Then throw in his desire to care for and be with Black Betty...*sigh*. This may be a novella but there's so much to love about it. I can only hope that Alistair and Black Betty's story continues! ARC provided by author for honest review. For more reviews like this, visit www.upallnightbookblog.com",analysis,,yes,5,0
270eb1a3c69430748a419120f20c155e,Awwwww. A friendly reminder that friendship has no boundaries and we can find love in the strangest of places. I enjoyed this story and the way it pulled on my heartstrings. Took a day to recover and start another book.,impression,,yes,4,0
765cc17da446666baa58161a672011ba,"Just my kind of read, the fluency and detailed description made the vile dirtiest of the city come to life and the violence dance when the action called for it. I liked how the story built itself around the protagonist and New York mean streets. It takes guts surviving the streets, by it's writing I felt it all. The many characters and the paranormal entities were entertaining to say the least. The author written the tale with grittiness and I like it. Thank you for a free digital download in exchange for a review.",analysis,,yes,5,2
e3061c8adbee4975637205b3876595b3,"One of my all time favorites. You haven't read it yet, you're missing out.",impression,,yes,5,0
5999eb95936087968400b96d0b9ca061,"Buy THE CONSEQUENCES OF LOVING COLTON on AMAZON Kissing you is terrifying, breathing your same air makes my knees weak, when I'm around you it's a tie between wanting to chase you down - or just kiss you until you can't breathe. Milo loved Colton since they were kids, but she never gets past that little sister's zone he placed her on. She tries her best in staying clear of him, especially after that devastating rejection. Now, her brother Jason is getting married, and Colt, is the best-man. And Milo? She's the last minute date. This was the moment she was waiting for: either to stake her claim or give up on her life-long pinning over the guy who can't seem to decide what he really wants. Now, there's Max: adorable, trouble-making, super funny, and great-kisser Max who might be carrying a torch of his own who came to save her or to cause more trouble. He was determined to help her to make Colt see what he's been missing. But when Colt realizes what they have been up to, he has some revenge of his own. ""I am not your sexless friend. I'm not your damn brother. I'm not your gay friend. And I sure as hell not am not thinking about anything right now except that your hands feel really good against my skin. So I'm going to kiss you, and you're going to respond like the idea of my mouth on yours doesn't make you want to cry - and you'll like it."" ~ MAX It was a wild crazy ride - one lie on top of the other, over-the-top acting skills, unexpected trip to jail, a weekend wedding to a bridezilla, and an instant fiance: it will keep you hooked in the pages. ""I'd rather fight with you, bicker with you, every damn day of my life than having nothing at all. I'm selfish enough to want any piece of you - even if it's the bad, the ugly, the ridiculous. So even if you hated me, I'd still die a happy man - because I'd still be on your mind."" Colton can be irritating at times. I love the fact that this one is in alternating POV, you will understand and you will know what is running on his mind. He's hot, and then cold. He'd come after her, then reject her. arghh. As for Jason - his revelation was a big surprise. I was one of my favorite scenes. ""I don't deserve her."" I cleared my throat. ""But I want her anyways."" I can't help but reiterate how funny this book is, but it can be endearing and sweet (yes, it has those moments), and those are rare but they can be heartwarming. The other thing about moments that are given to us? They're limited. We don't get an endless amount. If you miss them, they're gone. Time machines don't exist; you can't go back and fix what's been broken. Rachel Van Dyken made my night. Contrary to my expectations of heartbreaking drama, The Consequences of Loving Colton is one big laugh-trip. Fall in love continuously. Not just with one boy - but with at least three! To say I love it would be an understatement since I can't stop shaking my head and laughing in every page as the story unfolds. This book is different from the rest of my reads these past few days and is really refreshing especially coming from one of my favorite authors. Love shouldn't be something you jump into because it's the right time in your life or because your friends are all married. It should be something that happens naturally, and in the end it turns into the supernatural because suddenly, you can't imagine waking up every day without that other half. You no longer want to be an individual but a team. Review originally posted on my blog Buy THE CONSEQUENCES OF LOVING COLTON on AMAZON Follow me on: Twitter | Facebook | tsu | Instagram *Complimentary Copy was given in exchange for an honest review.* More of my reviews at http://reviewsofabookmaniac.blogspot.com",analysis,,yes,5,2
f8a6a97ecab5c60f6fb06b930cc29624,Good enough sandford. THe machoism got to me some in this one - and a bit more extreme (in opinion and presentation) than like. Plus unsatisfying ending. but still a lucas page turner and good read,analysis,,yes,3,0
062135c1cbacee57bf20de2403b7674a,"Masursky Book Club selection for October 2017. I liked this book but didn't love it. It seems to have an awful lot of parallels to Clan of the Cave Bear - I don't know if the author just used the same research sources as Jean Auel, or maybe it was supposed to be an homage. Also, the ending is strangely abrupt and you never actually find out the answer to the central mystery, which seems an odd choice for the author to make.",analysis,,yes,2,1
3cd36eeb6c06c9a597fe7ee2eeb8044c,What a great sequel! Check out my review: http://whatswhatinwritingandreading.w... and http://thebeautyofwordswritingblog.bl...,impression,,yes,5,0
425e6963c98f269163f4ca1bb76ec153,"I loved Butch and V, together and separately, but I was not a big fan of Melissa, though she came around in the end.",impression,names characters liked/disliked but makes no claim about the book -> impression,yes,4,1
7fed9d3fbc225972588e7287b3367e65,"This is a big ass book! 1100+ pages. But I loved it. Read straight through without putting it down. Its written in a baroque style, which Im a fan of. Theres tons of details, lots of extraneous things happen in it, rife with knowledge, and Stephenson knows how to put in a good cliff-hanger per chapter. Any author who can keep a readers attention for 1100 pages knows what he's doing. Many authors cannot do this. Ive read a 200 page novel that took forever to get through cuz the author blows monkey chunks when it comes to keeping the reader interested by telling an interesting story with interesting characters. I recommend this (if you have the time, if not make it) and I will read more of Stephenson's novels. PS: this has nothing to do with HP Lovecraft.",analysis,,yes,4,0
0f46eeb235693f13839e2012eecdd7b1,"Mr. Mercurial is a delight as ever, and I like Ana despite her being a different interpretation of Bella. I don't entirely hate Ana, although she does intensely annoy me a few times. All in all, I thought it was an entertaining story. There is only so much kinky fuckery that can be put down in black and white before you find yourself thinking, ""But they did that already.""",analysis,,yes,4,0
58c15295ec07bbcad1e000bd805d99d8,"This book wasn't as interesting as I thought it would be. I was really impressed by Stanley's use of local names and languages, he says Kiswahili instead of Swahili as this is the true name of the language. He details what is really difficult for people to travel and explore the continent of Africa. It contains so much wildlife including insects and I am thinking microbes that it is a very difficult place for people to survive. In fact in the areas covered with jungle, there were very few inhabitants. Other areas seems to be heavily controlled by Arabs and many Africans are slaves in their own land. Still Stanley documents his travel by listing the vegetation and animals he sees. Zanzibar is the starting point and he finds the culture mostly controlled by Arabs and is very wealthy. The jungle was full of insects that spread disease that made the entire party sick and some die. A lack of true understanding of how to travel in the area caused Stanley to bring horses and donkeys for the trip. The horses died shortly after entering the jungle, the donkeys made the trip but were very distressed and some died. A pet dog died of parasites. Reaching the plains or Savannahs, Stanley found a lush land of people and animals with an abundance of food. He really was fond of the place but had trouble with some fighting between the local peoples and the Arabs who had more wealth, food and domestic animals than the native peoples. Finally Stanley reached Ujiji, a village now in Tanzania where he met Livingstone. Livingstone was impressed that Stanley had found him and would write about him in the New York Herald, the newspaper Stanley wrote for. He was however, unwilling to come back with him. He still was trying locate the mouths of the many rivers in the area which emptied into Lake Tanganyika. Stanley reflected with amazement that Livingstone would stay. LIvingstone truly loved living with the people of Africa and the continent itself. He felt at home there. There are some remarks which people would find racist nowadays and observations on the superiority of the white race, but not as many as I thought there might be. In all, Stanley seems to have interacted well with the people, learned the languages and interacted with the people and the cultures he found.",analysis,,yes,3,0
7dd37b0d3f66ea3b61680751deb42c85,"Book Giveaway & Review: We're excited to be a stop on the virtual book tour today for Darkroom by award-winning author Joshua Graham, and to host a giveaway for this heart-stopping thriller. One of the things that drew me to this novel is its connection to the Vietnam War, something I haven't read much about. I don't know if that's because I just haven't run across novels that talk about Vietnam or if it's because that war is still too much of a sore spot to write about. No matter the reason, I was glad to find this one. Do you like a non-stop thriller that interweaves the not so distant past with the present? One lucky reader is going to win a finished copy of Darkroom! Read the rest of my review & enter to win at http://popcornreads.com/?p=4035.",logbook,,yes,4,0
a76a5d8a8e57a751f541c73f4d4493f2,"McKillip novels work, or don't work, for me based mostly on the strength of the characterisation. Her prose is lovely, her plots follow a very satisfying fantasy logic; these things are a given. I find that they need to be animated by compelling characters and relationships, though, or it's all just gossamer. In The Forests of Serre ... didn't work for me. I thought it was a beautiful, twisty sort of fairytale story with a capricious narrative (that's a good thing). I loved the way McKillip used magic to literalise the metaphor of ""the heart:"" giving away one's heart, trading it, measuring its worth. But I kept waiting to fall in love with the characters, or at least feel something for them, and I couldn't. They wouldn't quite come into focus; I couldn't get a read on what kind of a person Prince Ronan was, or the wizard Gyre's motivations, and so I didn't ultimately care about the love triangle with Sidonie. I did enjoy the storyline in which Euan (a scribe) records the ailing wizard Unciel's knowledge and adventures; I found it well-paced, and I liked how McKillip developed their relationship. And I LOVED the scene near the end where Sidonie was basically like, ""Boys, stop trying to rescue me, I'm rescuing YOU, I've got it under control and you're FUCKING UP MY PLANS"" -- I've wanted to see that in a fantasy book for a really, really long time. On the whole: lovely and a bit disappointing. It's worth reading, but I'd recommend Ombria in Shadow for better-drawn characters.",analysis,,yes,3,1
72d460b9cf05bd034fefb0e9327eb9e7,"I was not impressed by this book. I believe now more than ever that Sparks follows a formula. Girl meets boy, befriends boy, problems issue....what do we do now??... book ends in some ridiculous manner. This will be my last Sparks book. Unto better things.",analysis,,yes,1,0
7d2d487d7c0ce00a4178223f2351dc3f,"In a well-ordered universe, everyone would read this book. One of the most realistic portrayals of a terribly shy person I've ever read. I should know. I felt like I was reading about myself XP I loves the addition of the playlists. Especially Frank's. Frank has really great taste in music.",analysis,,yes,5,0
1e0ef8e2dbef3066eeb5a22501e1cf68,Fantastic book. A story within a story.,analysis,39 chars; 'a story within a story' is a structural claim -> analysis,yes,5,0
e1f0ceed41899aacdf9db42f265ff951,"Ultimately I found this book disappointing, took it on holiday as I thought it would make a good travel read but ... yes there were a few laughs along the way ... however, too many times I found myself wincing at something he had said that was just plain insulting. He makes too many generalisations, moves from town to town very quickly with barely enough time to stay a night in a motel. I imagine Bill Bryson was not very welcome in small-town america after he wrote this!",analysis,,yes,2,0
9224dbd948dc9931d67727b201faa30e,"*sigh* Raphael!!!!! ....I Love my Cyn and Rapheal fix! Description: Power, it comes down to this... those who have it, those who want it. Revenge, the need for it is a fire in the soul, a goad for the unwise. Hunted, the fate of the foolish when they think to become the hunter. The Lord of the Midwest is dead, and the powerful vampires of North America are gathering to choose his successor. The Vampire Council will be there to oversee the competition and to keep the violence to a bloody minimum, including Raphael, who will do whatever it takes to ensure the victor is a vampire he can trust. But someone is determined to stop Raphael and his mate, Cyn, from ever reaching Chicago, a hunter who may soon become... the hunted Note: As a reviewer I don't give stories under 100 pages a 5 star review. I believe you can't build a world, create fully rounded characters and move a plot in that few words. My Thoughts: I am a huge fan of Vampires in America series and I love that DB Reynolds does these novellas to give us rabid fans a dose of our favorite characters. In this case the novella is an important vehicle to move our story line right into the next novel Aden. I actually feel sorry for the fans who haven't read this novella going into Aden as it does set the stage for the upcoming battle. I really can't say anything bad about this novella DBR knows her stuff and knows what the fans are looking for...and she gave it to us in full. Great novella action packed and introduced us to a new character and also tied up some of the loose ends from Lucas. LOVED IT!!! For VIA Fans you HAVE to read this before Aden comes out!!! 4 bright shiny stars for Hunted!",analysis,,yes,4,0
9d9c6279c00276b2e890e42fca67f194,"While a bit older and some of the items are a bit dated, this book probably shifted my views about customer service and marketing even further towards Seth's view of the world.",impression,,yes,4,0
2717467f58d381a64fb47c1824e63308,"A young adult novel. Another dystopia, this one caused by climate change. Doesn't translate well for adults.",analysis,,yes,2,0
